YEAR,STATE,FIPS,TP-TotPop,TO-WGWTo,TO-WTotl
2000,NC,37153,46.56,2.83,12.33
2000,NC,37155,123.34,19.72,37.77
2000,NC,37157,91.93,3.82,241.32
2000,NC,37159,130.34,5.22,312.1
2000,NC,37161,62.9,2.87,16.14
2000,NC,37163,60.16,18.81,25.4
2000,NC,37165,36.0,6.97,12.45
2000,NC,37167,58.1,3.98,12.61
2000,NC,37169,44.71,2.39,968.33
2000,NC,37171,71.22,4.81,18.71
2000,NC,37173,12.97,0.74,1.56
2000,NC,37175,29.33,1.88,23.93
2000,NC,37177,4.15,0.65,1.08
2000,NC,37179,123.68,11.03,24.07
2000,NC,37181,42.95,1.66,8.86
2000,NC,37183,627.85,14.82,127.82
2000,NC,37185,19.97,1.52,3.31
2000,NC,37187,13.72,3.65,4.14
2000,NC,37189,42.7,1.49,5.86
2000,NC,37191,113.33,10.67,41.92
2000,NC,37193,65.63,6.8,22.36
2000,NC,37195,73.81,4.14,16.11
2000,NC,37197,36.35,4.52,6.44
2000,NC,37199,17.77,1.73,3.07
2000,ND,38001,2.59,0.08,0.13
2000,ND,38003,11.78,1.09,1.96
2000,ND,38005,6.96,2.7,2.72
2000,ND,38007,0.89,0.36,0.63
2000,ND,38009,7.15,1.45,1.69
2000,ND,38011,3.24,0.41,1.03
2000,ND,38013,2.24,0.33,0.69
2000,ND,38015,69.42,2.23,13.3
2000,ND,38017,123.14,5.54,16.24
2000,ND,38019,4.83,0.16,0.76
2000,ND,38021,5.76,4.01,4.28
2000,ND,38023,2.28,1.98,2.02
2000,ND,38025,3.6,0.41,1.29
2000,ND,38027,2.76,0.74,0.86
2000,ND,38029,4.33,2.82,9.33
2000,ND,38031,3.76,1.3,1.36
2000,ND,38033,1.92,0.22,0.87
2000,ND,38035,66.11,9.65,11.19
2000,ND,38037,2.84,0.23,11.36
2000,ND,38039,2.75,1.66,1.66
2000,ND,38041,2.72,0.09,0.13
2000,ND,38043,2.75,12.13,12.44
2000,ND,38045,4.7,3.95,4.05
2000,ND,38047,2.31,1.56,1.57
2000,ND,38049,5.99,6.41,18.64
2000,ND,38051,3.39,0.47,0.47
2000,ND,38053,5.74,1.59,13.0
2000,ND,38055,9.31,1.62,14.36
2000,ND,38057,8.64,1.73,422.36
2000,ND,38059,25.3,0.81,47.37
2000,ND,38061,6.63,0.68,1.07
2000,ND,38063,3.72,0.77,0.77
2000,ND,38065,2.07,0.42,442.04
2000,ND,38067,8.59,1.19,1.7
2000,ND,38069,4.68,0.8,0.82
2000,ND,38071,12.07,0.35,0.46
2000,ND,38073,5.89,10.22,11.54
2000,ND,38075,2.61,0.12,0.12
2000,ND,38077,18.0,4.64,6.43
2000,ND,38079,13.67,1.74,1.74
2000,ND,38081,4.37,3.87,3.92
2000,ND,38083,1.71,0.22,0.22
2000,ND,38085,4.04,0.24,0.29
2000,ND,38087,0.77,0.07,0.58
2000,ND,38089,22.64,1.43,1.84
2000,ND,38091,2.26,0.82,0.82
2000,ND,38093,21.91,9.07,9.38
2000,ND,38095,2.88,0.28,0.3
2000,ND,38097,8.48,0.87,1.34
2000,ND,38099,12.39,1.05,2.12
2000,ND,38101,58.8,7.86,8.41
2000,ND,38103,5.1,0.51,0.51
2000,ND,38105,19.76,8.34,26.25
2000,OH,39001,27.33,2.57,648.42
2000,OH,39003,108.47,10.76,40.21
2000,OH,39005,52.52,6.18,6.84
2000,OH,39007,102.73,2.43,284.81
2000,OH,39009,62.22,6.29,7.82
2000,OH,39011,46.61,9.26,15.82
2000,OH,39013,70.23,6.38,256.61
2000,OH,39015,42.28,3.96,5.41
2000,OH,39017,332.81,70.18,147.37
2000,OH,39019,28.84,3.05,3.49
2000,OH,39021,38.89,7.91,8.52
2000,OH,39023,144.74,22.89,24.2
2000,OH,39025,177.98,18.23,652.05
2000,OH,39027,40.54,1.41,1.96
2000,OH,39029,112.08,6.61,15.76
2000,OH,39031,36.66,19.33,330.07
2000,OH,39033,46.97,1.5,4.88
2000,OH,39035,1393.98,0.36,518.1
2000,OH,39037,53.31,5.43,8.12
2000,OH,39039,39.5,1.68,6.47
2000,OH,39041,109.99,6.38,19.06
2000,OH,39043,83.25,0.66,23.52
2000,OH,39045,122.76,12.63,12.96
2000,OH,39047,28.43,1.7,3.57
2000,OH,39049,1068.98,32.33,201.4
2000,OH,39051,42.08,1.63,5.93
2000,OH,39053,32.99,4.42,1193.26
2000,OH,39055,90.9,6.81,7.14
2000,OH,39057,147.89,12.3,13.82
2000,OH,39059,40.79,1.86,5.35
2000,OH,39061,845.3,58.59,422.63
2000,OH,39063,71.3,6.29,21.16
2000,OH,39065,31.94,3.42,3.66
2000,OH,39067,15.86,0.82,1.25
2000,OH,39069,29.21,1.32,9.07
2000,OH,39071,40.88,1.96,4.61
2000,OH,39073,28.24,4.55,4.6
2000,OH,39075,38.94,5.95,7.2
2000,OH,39077,59.49,1.68,9.52
2000,OH,39079,32.64,0.87,2.2
2000,OH,39081,73.89,7.5,2047.11
2000,OH,39083,54.5,6.12,8.63
2000,OH,39085,227.51,1.19,869.95
2000,OH,39087,62.32,5.22,7.42
2000,OH,39089,145.49,10.32,19.73
2000,OH,39091,46.0,6.35,6.66
2000,OH,39093,284.66,0.85,426.19
2000,OH,39095,455.05,9.43,728.01
2000,OH,39097,40.21,2.81,2.98
2000,OH,39099,257.56,1.11,6.95
2000,OH,39101,66.22,6.95,11.15
2000,OH,39103,151.1,9.76,16.44
2000,OH,39105,23.07,4.61,6.28
2000,OH,39107,40.92,6.45,8.69
2000,OH,39109,98.87,12.65,15.62
2000,OH,39111,15.18,3.83,10.39
2000,OH,39113,559.06,121.8,256.52
2000,OH,39115,14.9,2.97,4.54
2000,OH,39117,31.63,2.38,2.59
2000,OH,39119,84.58,11.64,21.09
2000,OH,39121,14.06,0.38,1.45
2000,OH,39123,40.98,8.46,52.48
2000,OH,39125,20.29,1.93,3.84
2000,OH,39127,34.08,0.97,3.21
2000,OH,39129,52.73,15.26,79.17
2000,OH,39131,27.7,2.99,4.56
2000,OH,39133,152.06,12.86,17.54
2000,OH,39135,42.34,4.54,4.86
2000,OH,39137,34.73,3.04,4.99
2000,OH,39139,128.85,9.58,19.27
2000,OH,39141,73.34,34.11,41.33
2000,OH,39143,61.79,2.91,16.41
2000,OH,39145,79.2,4.24,17.81
2000,OH,39147,58.68,2.94,5.57
2000,OH,39149,47.91,4.11,7.06
2000,OH,39151,378.1,45.92,51.57
2000,OH,39153,542.9,20.1,72.57
2000,OH,39155,225.12,4.75,212.34
2000,OH,39157,90.91,27.63,30.17
2000,OH,39159,40.91,5.54,6.74
2000,OH,39161,29.66,2.96,5.6
2000,OH,39163,12.81,0.87,0.91
2000,OH,39165,158.38,17.86,19.57
2000,OH,39167,63.25,9.36,998.33
2000,OH,39169,111.56,13.52,14.87
2000,OH,39171,39.19,4.68,4.98
2000,OH,39173,121.06,4.97,10.52
2000,OH,39175,22.91,4.74,5.98
2000,OK,40001,21.04,0.92,9.2
2000,OK,40003,6.11,5.24,8.18
2000,OK,40005,13.88,0.31,75.58
2000,OK,40007,5.86,44.16,44.38
2000,OK,40009,19.8,8.69,9.89
2000,OK,40011,11.98,6.31,9.47
2000,OK,40013,36.53,2.77,17.88
2000,OK,40015,30.15,45.16,63.1
2000,OK,40017,87.7,10.37,13.35
2000,OK,40019,45.62,150.46,180.16
2000,OK,40021,42.52,1.07,11.06
2000,OK,40023,15.34,1.24,14.92
2000,OK,40025,3.15,80.48,81.38
2000,OK,40027,208.02,10.75,27.4
2000,OK,40029,6.03,0.37,5.8
2000,OK,40031,115.0,2.83,20.23
2000,OK,40033,6.61,1.13,3.08
2000,OK,40035,14.95,0.58,3.07
2000,OK,40037,67.37,15.77,23.39
2000,OK,40039,26.14,6.77,10.15
2000,OK,40041,37.08,3.02,6.45
2000,OK,40043,4.74,6.11,7.28
2000,OK,40045,4.08,46.08,46.31
2000,OK,40047,57.81,4.0,5.73
2000,OK,40049,27.21,10.62,14.41
2000,OK,40051,45.52,12.85,23.04
2000,OK,40053,5.14,3.13,4.04
2000,OK,40055,6.06,5.46,7.14
2000,OK,40057,3.28,20.09,20.61
2000,OK,40059,3.56,7.84,14.72
2000,OK,40061,11.79,0.54,4.72
2000,OK,40063,14.15,2.37,8.81
2000,OK,40065,28.44,9.61,104.57
2000,OK,40067,6.82,1.41,8.68
2000,OK,40069,10.51,1.53,11.46
2000,OK,40071,48.08,13.85,29.15
2000,OK,40073,13.93,10.05,15.68
2000,OK,40075,10.23,3.21,13.1
2000,OK,40077,10.69,0.19,2.29
2000,OK,40079,48.11,1.89,18.1
2000,OK,40081,32.08,9.65,12.43
2000,OK,40083,33.92,5.07,9.51
2000,OK,40085,8.83,1.75,2.93
2000,OK,40087,27.74,3.69,5.82
2000,OK,40089,34.4,1.19,10.86
2000,OK,40091,19.46,0.35,5.31
2000,OK,40093,7.55,17.11,17.15
2000,OK,40095,13.18,1.15,4.48
2000,OK,40097,38.37,0.54,96.8
2000,OK,40099,12.62,4.19,19.05
2000,OK,40101,69.45,2.81,110.05
2000,OK,40103,11.41,2.11,4.62
2000,OK,40105,10.57,2.5,5.57
2000,OK,40107,11.81,1.56,4.33
2000,OK,40109,660.45,23.54,90.0
2000,OK,40111,39.69,0.91,11.62
2000,OK,40113,44.44,1.53,18.82
2000,OK,40115,33.19,4.56,5.81
2000,OK,40117,16.61,2.25,16.05
2000,OK,40119,68.19,2.56,7.61
2000,OK,40121,43.95,0.42,11.43
2000,OK,40123,35.14,14.11,18.94
2000,OK,40125,65.52,8.22,15.56
2000,OK,40127,11.67,0.29,2.95
2000,OK,40129,3.44,5.78,8.27
2000,OK,40131,70.64,0.93,78.87
2000,OK,40133,24.89,10.73,24.27
2000,OK,40135,38.97,0.71,15.95
2000,OK,40137,43.18,11.42,13.53
2000,OK,40139,20.11,278.78,278.98
2000,OK,40141,9.29,7.04,9.56
2000,OK,40143,563.3,8.63,22.68
2000,OK,40145,57.49,0.16,20.07
2000,OK,40147,49.0,1.09,3.09
2000,OK,40149,11.51,7.51,11.95
2000,OK,40151,9.09,6.4,6.45
2000,OK,40153,18.49,16.46,17.18
2000,OR,41001,16.74,,
2000,OR,41003,78.15,,
2000,OR,41005,338.39,,
2000,OR,41007,35.63,,
2000,OR,41009,43.56,,
2000,OR,41011,62.78,,
2000,OR,41013,19.18,,
2000,OR,41015,21.14,,
2000,OR,41017,115.37,,
2000,OR,41019,100.4,,
2000,OR,41021,1.92,,
2000,OR,41023,7.94,,
2000,OR,41025,7.61,,
2000,OR,41027,20.41,,
2000,OR,41029,181.27,,
2000,OR,41031,19.01,,
2000,OR,41033,75.73,,
2000,OR,41035,63.78,,
2000,OR,41037,7.42,,
2000,OR,41039,322.96,,
2000,OR,41041,44.48,,
2000,OR,41043,103.07,,
2000,OR,41045,31.62,,
2000,OR,41047,284.83,,
2000,OR,41049,10.99,,
2000,OR,41051,660.49,,
2000,OR,41053,62.38,,
2000,OR,41055,1.93,,
2000,OR,41057,24.26,,
2000,OR,41059,70.55,,
2000,OR,41061,24.53,,
2000,OR,41063,7.23,,
2000,OR,41065,23.79,,
2000,OR,41067,445.34,,
2000,OR,41069,1.58,,
2000,OR,41071,84.99,,
2000,PA,42001,91.29,,
2000,PA,42003,1281.67,,
2000,PA,42005,72.39,,
2000,PA,42007,181.41,,
2000,PA,42009,49.98,,
2000,PA,42011,373.64,,
2000,PA,42013,129.14,,
2000,PA,42015,62.76,,
2000,PA,42017,597.64,,
2000,PA,42019,174.08,,
2000,PA,42021,152.6,,
2000,PA,42023,5.97,,
2000,PA,42025,58.8,,
2000,PA,42027,135.76,,
2000,PA,42029,433.5,,
2000,PA,42031,41.76,,
2000,PA,42033,83.38,,
2000,PA,42035,37.91,,
2000,PA,42037,64.15,,
2000,PA,42039,90.37,,
2000,PA,42041,213.67,,
2000,PA,42043,251.8,,
2000,PA,42045,550.86,,
2000,PA,42047,35.11,,
2000,PA,42049,280.84,,
2000,PA,42051,148.64,,
2000,PA,42053,4.95,,
2000,PA,42055,129.31,,
2000,PA,42057,14.26,,
2000,PA,42059,40.67,,
2000,PA,42061,45.59,,
2000,PA,42063,89.6,,
2000,PA,42065,45.93,,
2000,PA,42067,22.82,,
2000,PA,42069,213.3,,
2000,PA,42071,470.66,,
2000,PA,42073,94.64,,
2000,PA,42075,120.33,,
2000,PA,42077,312.09,,
2000,PA,42079,319.25,,
2000,PA,42081,120.04,,
2000,PA,42083,45.94,,
2000,PA,42085,120.29,,
2000,PA,42087,46.49,,
2000,PA,42089,138.69,,
2000,PA,42091,750.1,,
2000,PA,42093,18.24,,
2000,PA,42095,267.07,,
2000,PA,42097,94.56,,
2000,PA,42099,43.6,,
2000,PA,42101,1517.55,,
2000,PA,42103,46.3,,
2000,PA,42105,18.08,,
2000,PA,42107,150.34,,
2000,PA,42109,37.55,,
2000,PA,42111,80.02,,
2000,PA,42113,6.56,,
2000,PA,42115,42.24,,
2000,PA,42117,41.37,,
2000,PA,42119,41.62,,
2000,PA,42121,57.56,,
2000,PA,42123,43.86,,
2000,PA,42125,202.9,,
2000,PA,42127,47.72,,
2000,PA,42129,369.99,,
2000,PA,42131,28.08,,
2000,PA,42133,381.75,,
2000,RI,44001,50.65,0.99,3.39
2000,RI,44003,167.09,2.54,3.2
2000,RI,44005,85.43,1.36,9.94
2000,RI,44007,621.6,9.56,394.94
2000,RI,44009,123.55,14.12,17.36
2000,SC,45001,26.17,0.75,5.45
2000,SC,45003,142.55,12.66,258.11
2000,SC,45005,11.21,9.59,18.03
2000,SC,45007,165.74,0.38,122.92
2000,SC,45009,16.66,6.32,13.3
2000,SC,45011,23.48,7.5,16.72
2000,SC,45013,120.94,26.15,29.53
2000,SC,45015,142.65,7.96,649.33
2000,SC,45017,15.18,1.98,108.15
2000,SC,45019,309.97,11.16,14.0
2000,SC,45021,52.54,0.44,15.85
2000,SC,45023,34.07,1.8,6.41
2000,SC,45025,42.77,1.5,10.36
2000,SC,45027,32.5,8.01,13.13
2000,SC,45029,38.26,4.5,8.07
2000,SC,45031,67.39,11.48,829.05
2000,SC,45033,30.72,5.36,6.14
2000,SC,45035,96.41,4.75,58.33
2000,SC,45037,24.6,0.11,13.77
2000,SC,45039,23.45,0.7,673.98
2000,SC,45041,125.76,20.71,57.86
2000,SC,45043,55.8,8.93,54.62
2000,SC,45045,379.62,3.03,56.29
2000,SC,45047,66.27,1.51,16.2
2000,SC,45049,21.39,8.63,19.46
2000,SC,45051,196.63,18.23,157.18
2000,SC,45053,20.68,4.46,4.46
2000,SC,45055,52.65,5.63,21.84
2000,SC,45057,61.35,0.77,26.52
2000,SC,45059,69.57,1.0,8.27
2000,SC,45061,20.12,4.98,8.94
2000,SC,45063,216.01,15.03,268.48
2000,SC,45065,9.96,0.08,3.09
2000,SC,45067,35.47,7.73,14.61
2000,SC,45069,28.82,4.02,15.76
2000,SC,45071,36.11,1.17,8.0
2000,SC,45073,66.22,0.73,2576.44
2000,SC,45075,91.58,44.88,72.83
2000,SC,45077,110.76,1.89,33.52
2000,SC,45079,320.68,5.92,539.52
2000,SC,45081,19.18,1.11,7.88
2000,SC,45083,253.79,4.01,60.96
2000,SC,45085,104.65,25.7,32.43
2000,SC,45087,29.88,0.25,8.45
2000,SC,45089,37.22,8.44,8.81
2000,SC,45091,164.61,8.52,217.32
2000,SD,46003,3.06,0.3,0.58
2000,SD,46005,17.02,9.83,12.48
2000,SD,46007,3.57,8.57,8.87
2000,SD,46009,7.26,1.91,5.68
2000,SD,46011,28.22,14.32,14.94
2000,SD,46013,35.46,1.34,5.0
2000,SD,46015,5.36,0.29,2.88
2000,SD,46017,2.03,0.71,4.47
2000,SD,46019,9.09,3.15,130.81
2000,SD,46021,1.78,1.47,3.84
2000,SD,46023,9.35,3.65,14.45
2000,SD,46025,4.14,4.63,5.3
2000,SD,46027,13.54,6.88,7.33
2000,SD,46029,25.9,6.92,7.62
2000,SD,46031,4.18,0.65,1.9
2000,SD,46033,7.28,0.97,4.74
2000,SD,46035,18.74,0.68,4.3
2000,SD,46037,6.27,0.91,1.18
2000,SD,46039,4.5,1.24,1.54
2000,SD,46041,5.97,0.48,2.06
2000,SD,46043,3.46,1.66,2.01
2000,SD,46045,4.37,0.4,0.85
2000,SD,46047,7.45,1.32,37.84
2000,SD,46049,2.64,0.27,0.67
2000,SD,46051,7.85,3.91,8.7
2000,SD,46053,4.79,1.02,2.19
2000,SD,46055,2.2,1.59,2.93
2000,SD,46057,5.54,4.15,4.4
2000,SD,46059,3.74,1.36,2.05
2000,SD,46061,3.14,0.24,0.77
2000,SD,46063,1.35,0.48,1.43
2000,SD,46065,16.48,4.79,23.12
2000,SD,46067,8.08,2.25,3.17
2000,SD,46069,1.67,0.47,0.87
2000,SD,46071,2.93,0.46,1.02
2000,SD,46073,2.3,1.29,1.78
2000,SD,46075,1.19,0.2,0.88
2000,SD,46077,5.82,2.98,3.35
2000,SD,46079,11.28,1.92,2.28
2000,SD,46081,21.8,4.53,8.46
2000,SD,46083,24.13,2.78,3.24
2000,SD,46085,3.9,0.57,2.59
2000,SD,46087,5.83,1.03,1.45
2000,SD,46089,2.9,1.01,1.73
2000,SD,46091,4.58,0.82,1.34
2000,SD,46093,24.25,2.66,6.44
2000,SD,46095,2.08,0.37,1.05
2000,SD,46097,2.88,0.22,0.51
2000,SD,46099,148.28,7.66,20.88
2000,SD,46101,6.6,2.82,4.06
2000,SD,46103,88.57,16.82,20.15
2000,SD,46105,3.36,0.68,1.42
2000,SD,46107,2.69,1.27,2.98
2000,SD,46109,10.02,2.95,3.45
2000,SD,46111,2.68,0.43,0.81
2000,SD,46113,12.47,1.02,1.22
2000,SD,46115,7.45,15.13,17.03
2000,SD,46117,2.77,0.53,1.0
2000,SD,46119,1.56,0.81,11.6
2000,SD,46121,9.05,8.46,9.42
2000,SD,46123,6.43,3.21,5.66
2000,SD,46125,8.85,18.45,18.96
2000,SD,46127,12.58,21.56,21.98
2000,SD,46129,5.97,0.64,6.71
2000,SD,46135,21.65,5.45,12.96
2000,SD,46137,2.52,0.22,0.57
2000,TN,47001,71.33,,
2000,TN,47003,37.59,,
2000,TN,47005,16.54,,
2000,TN,47007,12.37,,
2000,TN,47009,105.82,,
2000,TN,47011,87.97,,
2000,TN,47013,39.85,,
2000,TN,47015,12.83,,
2000,TN,47017,29.48,,
2000,TN,47019,56.74,,
2000,TN,47021,35.91,,
2000,TN,47023,15.54,,
2000,TN,47025,29.86,,
2000,TN,47027,7.98,,
2000,TN,47029,33.57,,
2000,TN,47031,48.01,,
2000,TN,47033,14.53,,
2000,TN,47035,46.8,,
2000,TN,47037,569.89,,
2000,TN,47039,11.73,,
2000,TN,47041,17.42,,
2000,TN,47043,43.16,,
2000,TN,47045,37.28,,
2000,TN,47047,28.81,,
2000,TN,47049,16.63,,
2000,TN,47051,39.27,,
2000,TN,47053,48.15,,
2000,TN,47055,29.45,,
2000,TN,47057,20.66,,
2000,TN,47059,62.91,,
2000,TN,47061,14.33,,
2000,TN,47063,58.13,,
2000,TN,47065,307.9,,
2000,TN,47067,6.79,,
2000,TN,47069,28.11,,
2000,TN,47071,25.58,,
2000,TN,47073,53.56,,
2000,TN,47075,19.8,,
2000,TN,47077,25.52,,
2000,TN,47079,31.12,,
2000,TN,47081,22.3,,
2000,TN,47083,8.09,,
2000,TN,47085,17.93,,
2000,TN,47087,10.98,,
2000,TN,47089,44.29,,
2000,TN,47091,17.5,,
2000,TN,47093,382.03,,
2000,TN,47095,7.95,,
2000,TN,47097,27.1,,
2000,TN,47099,39.93,,
2000,TN,47101,11.37,,
2000,TN,47103,31.34,,
2000,TN,47105,39.09,,
2000,TN,47107,49.02,,
2000,TN,47109,24.65,,
2000,TN,47111,20.39,,
2000,TN,47113,91.84,,
2000,TN,47115,27.78,,
2000,TN,47117,26.77,,
2000,TN,47119,69.5,,
2000,TN,47121,11.09,,
2000,TN,47123,38.96,,
2000,TN,47125,134.77,,
2000,TN,47127,5.74,,
2000,TN,47129,19.76,,
2000,TN,47131,32.45,,
2000,TN,47133,20.12,,
2000,TN,47135,7.63,,
2000,TN,47137,4.95,,
2000,TN,47139,16.05,,
2000,TN,47141,62.32,,
2000,TN,47143,28.4,,
2000,TN,47145,51.91,,
2000,TN,47147,54.43,,
2000,TN,47149,182.02,,
2000,TN,47151,21.13,,
2000,TN,47153,11.37,,
2000,TN,47155,71.17,,
2000,TN,47157,897.47,,
2000,TN,47159,17.71,,
2000,TN,47161,12.37,,
2000,TN,47163,153.05,,
2000,TN,47165,130.45,,
2000,TN,47167,51.27,,
2000,TN,47169,7.26,,
2000,TN,47171,17.67,,
2000,TN,47173,17.81,,
2000,TN,47175,5.51,,
2000,TN,47177,38.28,,
2000,TN,47179,107.2,,
2000,TN,47181,16.84,,
2000,TN,47183,34.9,,
2000,TN,47185,23.1,,
2000,TN,47187,126.64,,
2000,TN,47189,88.81,,
2000,TX,48001,55.11,,
2000,TX,48003,13.0,,
2000,TX,48005,80.13,,
2000,TX,48007,22.5,,
2000,TX,48009,8.85,,
2000,TX,48011,2.15,,
2000,TX,48013,38.63,,
2000,TX,48015,23.59,,
2000,TX,48017,6.59,,
2000,TX,48019,17.65,,
2000,TX,48021,57.73,,
2000,TX,48023,4.09,,
2000,TX,48025,32.36,,
2000,TX,48027,237.97,,
2000,TX,48029,1392.93,,
2000,TX,48031,8.42,,
2000,TX,48033,0.73,,
2000,TX,48035,17.2,,
2000,TX,48037,89.31,,
2000,TX,48039,241.77,,
2000,TX,48041,152.42,,
2000,TX,48043,8.87,,
2000,TX,48045,1.79,,
2000,TX,48047,7.98,,
2000,TX,48049,37.67,,
2000,TX,48051,16.47,,
2000,TX,48053,34.15,,
2000,TX,48055,32.19,,
2000,TX,48057,20.65,,
2000,TX,48059,12.91,,
2000,TX,48061,335.23,,
2000,TX,48063,11.55,,
2000,TX,48065,6.52,,
2000,TX,48067,30.44,,
2000,TX,48069,8.29,,
2000,TX,48071,26.03,,
2000,TX,48073,46.66,,
2000,TX,48075,7.69,,
2000,TX,48077,11.01,,
2000,TX,48079,3.73,,
2000,TX,48081,3.86,,
2000,TX,48083,9.24,,
2000,TX,48085,491.68,,
2000,TX,48087,3.21,,
2000,TX,48089,20.39,,
2000,TX,48091,78.02,,
2000,TX,48093,14.03,,
2000,TX,48095,3.97,,
2000,TX,48097,36.36,,
2000,TX,48099,74.98,,
2000,TX,48101,1.9,,
2000,TX,48103,4.0,,
2000,TX,48105,4.1,,
2000,TX,48107,7.07,,
2000,TX,48109,2.98,,
2000,TX,48111,6.22,,
2000,TX,48113,2218.9,,
2000,TX,48115,14.99,,
2000,TX,48117,18.56,,
2000,TX,48119,5.33,,
2000,TX,48121,432.98,,
2000,TX,48123,20.01,,
2000,TX,48125,2.76,,
2000,TX,48127,10.25,,
2000,TX,48129,3.83,,
2000,TX,48131,13.12,,
2000,TX,48133,18.3,,
2000,TX,48135,121.12,,
2000,TX,48137,2.16,,
2000,TX,48139,111.36,,
2000,TX,48141,679.62,,
2000,TX,48143,33.0,,
2000,TX,48145,18.58,,
2000,TX,48147,31.24,,
2000,TX,48149,21.8,,
2000,TX,48151,4.34,,
2000,TX,48153,7.77,,
2000,TX,48155,1.62,,
2000,TX,48157,354.45,,
2000,TX,48159,9.46,,
2000,TX,48161,17.87,,
2000,TX,48163,16.25,,
2000,TX,48165,14.47,,
2000,TX,48167,250.16,,
2000,TX,48169,4.87,,
2000,TX,48171,20.81,,
2000,TX,48173,1.41,,
2000,TX,48175,6.93,,
2000,TX,48177,18.63,,
2000,TX,48179,22.74,,
2000,TX,48181,110.6,,
2000,TX,48183,111.38,,
2000,TX,48185,23.55,,
2000,TX,48187,89.02,,
2000,TX,48189,36.6,,
2000,TX,48191,3.78,,
2000,TX,48193,8.23,,
2000,TX,48195,5.37,,
2000,TX,48197,4.72,,
2000,TX,48199,48.07,,
2000,TX,48201,3400.58,,
2000,TX,48203,62.11,,
2000,TX,48205,5.54,,
2000,TX,48207,6.09,,
2000,TX,48209,97.59,,
2000,TX,48211,3.35,,
2000,TX,48213,73.28,,
2000,TX,48215,569.46,,
2000,TX,48217,32.32,,
2000,TX,48219,22.72,,
2000,TX,48221,41.1,,
2000,TX,48223,31.96,,
2000,TX,48225,23.19,,
2000,TX,48227,33.63,,
2000,TX,48229,3.34,,
2000,TX,48231,76.6,,
2000,TX,48233,23.86,,
2000,TX,48235,1.77,,
2000,TX,48237,8.76,,
2000,TX,48239,14.39,,
2000,TX,48241,35.6,,
2000,TX,48243,2.21,,
2000,TX,48245,252.05,,
2000,TX,48247,5.28,,
2000,TX,48249,39.33,,
2000,TX,48251,126.81,,
2000,TX,48253,20.79,,
2000,TX,48255,15.45,,
2000,TX,48257,71.31,,
2000,TX,48259,23.74,,
2000,TX,48261,0.41,,
2000,TX,48263,0.86,,
2000,TX,48265,43.65,,
2000,TX,48267,4.47,,
2000,TX,48269,0.36,,
2000,TX,48271,3.38,,
2000,TX,48273,31.55,,
2000,TX,48275,4.25,,
2000,TX,48277,48.5,,
2000,TX,48279,14.71,,
2000,TX,48281,17.76,,
2000,TX,48283,5.87,,
2000,TX,48285,19.21,,
2000,TX,48287,15.66,,
2000,TX,48289,15.34,,
2000,TX,48291,70.15,,
2000,TX,48293,22.05,,
2000,TX,48295,3.06,,
2000,TX,48297,12.31,,
2000,TX,48299,17.04,,
2000,TX,48301,0.07,,
2000,TX,48303,242.63,,
2000,TX,48305,6.55,,
2000,TX,48307,8.21,,
2000,TX,48309,213.52,,
2000,TX,48311,0.85,,
2000,TX,48313,12.94,,
2000,TX,48315,10.94,,
2000,TX,48317,4.75,,
2000,TX,48319,3.74,,
2000,TX,48321,37.96,,
2000,TX,48323,47.3,,
2000,TX,48325,39.3,,
2000,TX,48327,2.36,,
2000,TX,48329,116.01,,
2000,TX,48331,24.24,,
2000,TX,48333,5.15,,
2000,TX,48335,9.7,,
2000,TX,48337,19.12,,
2000,TX,48339,293.77,,
2000,TX,48341,20.12,,
2000,TX,48343,13.05,,
2000,TX,48345,1.43,,
2000,TX,48347,59.2,,
2000,TX,48349,45.12,,
2000,TX,48351,15.07,,
2000,TX,48353,15.8,,
2000,TX,48355,313.65,,
2000,TX,48357,9.01,,
2000,TX,48359,2.19,,
2000,TX,48361,84.97,,
2000,TX,48363,27.03,,
2000,TX,48365,22.76,,
2000,TX,48367,88.5,,
2000,TX,48369,10.02,,
2000,TX,48371,16.81,,
2000,TX,48373,41.13,,
2000,TX,48375,113.55,,
2000,TX,48377,7.3,,
2000,TX,48379,9.14,,
2000,TX,48381,104.31,,
2000,TX,48383,3.33,,
2000,TX,48385,3.05,,
2000,TX,48387,14.31,,
2000,TX,48389,13.14,,
2000,TX,48391,7.83,,
2000,TX,48393,0.89,,
2000,TX,48395,16.0,,
2000,TX,48397,43.08,,
2000,TX,48399,11.5,,
2000,TX,48401,47.37,,
2000,TX,48403,10.47,,
2000,TX,48405,8.95,,
2000,TX,48407,22.25,,
2000,TX,48409,67.14,,
2000,TX,48411,6.19,,
2000,TX,48413,2.94,,
2000,TX,48415,16.36,,
2000,TX,48417,3.3,,
2000,TX,48419,25.22,,
2000,TX,48421,3.19,,
2000,TX,48423,174.71,,
2000,TX,48425,6.81,,
2000,TX,48427,53.6,,
2000,TX,48429,9.67,,
2000,TX,48431,1.39,,
2000,TX,48433,1.69,,
2000,TX,48435,4.08,,
2000,TX,48437,8.38,,
2000,TX,48439,1446.22,,
2000,TX,48441,126.56,,
2000,TX,48443,1.08,,
2000,TX,48445,12.76,,
2000,TX,48447,1.85,,
2000,TX,48449,28.12,,
2000,TX,48451,104.01,,
2000,TX,48453,812.28,,
2000,TX,48455,13.78,,
2000,TX,48457,20.87,,
